220229 0.000701737 7.21805e-05 0.000224918 0.541709 0.138511 0.00117318 0.000178005 0.000466017 0.000116607
220187 0.000694671 6.56444e-05 0.000206239 0.537039 0.129612 0.00115725 0.000176127 0.000463379 0.000103159
220133 0.000701011 6.59186e-05 0.000200383 0.544598 0.128838 0.00117548 0.000181828 0.000463777 0.000104407
220113 0.000689201 6.99713e-05 0.000218839 0.531855 0.13227 0.00113867 0.000173086 0.000464468 0.000106716
220004 0.000673284 7.50732e-05 0.000231161 0.550171 0.134145 0.00113077 0.000177091 0.000444544 0.000110521
220226 0.000713095 7.93997e-05 0.000247956 0.527647 0.136055 0.00117482 0.000189895 0.000482233 0.000114168
220160 0.000678114 7.44336e-05 0.000230351 0.535931 0.12786 0.00112422 0.000165975 0.000455059 0.000106051
220193 0.000723118 7.38215e-05 0.000219282 0.522419 0.139211 0.00118665 0.000182912 0.000491351 0.000118845
220072 0.000687052 8.41838e-05 0.000259571 0.52508 0.129054 0.00112557 0.000172385 0.000467792 0.000112479
220084 0.000668941 7.55799e-05 0.000227449 0.549503 0.13655 0.00112533 0.000193067 0.000440748 0.000111625
220214 0.000738961 8.64518e-05 0.000259274 0.509649 0.136013 0.00119478 0.000178355 0.000511052 0.000124515
220110 0.000662735 7.92221e-05 0.000248209 0.550643 0.136902 0.00111274 0.000177139 0.000437731 0.000115573
220165 0.000702446 6.41511e-05 0.000197101 0.531689 0.132131 0.00116515 0.00018511 0.000471094 0.000104175
220105 0.000671206 8.61376e-05 0.000263814 0.551175 0.136111 0.00112811 0.000174702 0.000442752 0.000118428
220096 0.000664103 7.83677e-05 0.000240084 0.544297 0.132079 0.00110655 0.000169525 0.00044288 0.000110137
220093 0.000710195 8.45081e-05 0.00025117 0.530475 0.136469 0.00116939 0.000182101 0.000480598 0.000121401
220036 0.00066259 7.90623e-05 0.000242514 0.551466 0.135512 0.0011133 0.000170534 0.000437234 0.000115584
220137 0.000701707 7.14434e-05 0.00022353 0.529817 0.13345 0.00115845 0.000162587 0.000473337 0.000112338
220227 0.000707366 7.43821e-05 0.000232032 0.543561 0.138798 0.00118691 0.00018489 0.000467594 0.000117605
220112 0.000669362 8.41875e-05 0.000256963 0.535886 0.140077 0.0011063 0.000180786 0.000450895 0.000119104
220125 0.000714495 6.90268e-05 0.000215017 0.524974 0.136313 0.00117624 0.000180807 0.000483623 0.000111622
220196 0.000709446 7.25108e-05 0.000225137 0.535244 0.13097 0.0011791 0.000188694 0.000474621 0.000108247
220052 0.000683264 6.53501e-05 0.00019773 0.543863 0.130112 0.00114524 0.000181485 0.000452276 0.000101627
220192 0.000713207 8.11539e-05 0.000254092 0.528319 0.13666 0.00117317 0.000173372 0.000483224 0.000119712
220012 0.000698113 8.13898e-05 0.000251993 0.531492 0.134066 0.00115571 0.000178222 0.000469315 0.000112735
220171 0.000684984 6.73156e-05 0.000208333 0.538293 0.128014 0.00114013 0.000167875 0.000457413 0.00010336
220071 0.000689449 7.58493e-05 0.000234135 0.527398 0.133612 0.00113449 0.000169401 0.000466926 0.000110485
220081 0.000685478 6.6628e-05 0.000205017 0.530289 0.130789 0.00113166 0.000174247 0.000462388 0.000103709
220203 0.000683596 6.35068e-05 0.000192342 0.540632 0.134714 0.00114409 0.000183231 0.000453352 0.000105908
220127 0.000701672 6.40326e-05 0.000202697 0.532783 0.132117 0.00116216 0.000173002 0.00047143 0.000106022
220170 0.000690856 6.46971e-05 0.000200643 0.538185 0.1375 0.00114993 0.00016679 0.000461321 0.000110866
220194 0.000734233 0.000118377 0.000346873 0.493469 0.139419 0.0011643 0.00019957 0.000519201 0.000143185
220446 0.000665715 0.000100012 0.000311757 0.530066 0.132686 0.00108971 0.00017863 0.000453719 0.000121957
220245 0.000706389 6.47928e-05 0.000196996 0.528441 0.138644 0.0011675 0.000182484 0.000475832 0.000110544
220460 0.000727826 0.000110795 0.000340457 0.4992 0.144543 0.0011621 0.00020535 0.00051069 0.000139762
220451 0.000707711 9.61125e-05 0.000291185 0.496665 0.133731 0.00112819 0.00018466 0.000497469 0.000121535
220459 0.000659083 0.000107915 0.00032829 0.515575 0.139606 0.00106249 0.000191263 0.000457381 0.0001278
220391 0.000687828 8.66034e-05 0.000269312 0.522682 0.138697 0.00112462 0.000186504 0.000469431 0.000120305
220424 0.000674644 0.000110654 0.000328265 0.50442 0.142091 0.00108028 0.000189839 0.000471828 0.000132469
220404 0.000667031 8.70059e-05 0.000259163 0.524899 0.13083 0.00109053 0.000174991 0.000455281 0.000111614
220464 0.000700683 9.07344e-05 0.000274388 0.518972 0.133795 0.00114365 0.000194573 0.000479199 0.000117265
220397 0.000724511 9.32951e-05 0.000282929 0.506347 0.133068 0.00116818 0.000193246 0.000502676 0.000119491
220250 0.000675856 7.32294e-05 0.00022725 0.551389 0.132446 0.00113895 0.000176377 0.00044431 0.000109346
220348 0.000671042 9.05704e-05 0.000278706 0.528138 0.130909 0.00110286 0.000192264 0.000455131 0.000112741
220285 0.000692183 8.25595e-05 0.000243959 0.541837 0.138336 0.00115644 0.000200147 0.000460054 0.000117178
220445 0.00075576 0.000114275 0.000348856 0.466974 0.130424 0.00117164 0.000214236 0.000547817 0.000131469
220439 0.000665912 8.32018e-05 0.000253894 0.522038 0.137044 0.00108791 0.000179287 0.000454912 0.000113113
220396 0.000714066 0.000100676 0.000281864 0.505683 0.134638 0.00114943 0.000203654 0.000496384 0.000125298
220366 0.000666105 8.56043e-05 0.000257187 0.546754 0.134155 0.00111535 0.000180194 0.000441485 0.000114628
220334 0.000727998 8.72003e-05 0.000276074 0.506481 0.141644 0.00117424 0.000186551 0.000504876 0.000125894
220328 0.000748836 0.000104991 0.000335409 0.510585 0.141506 0.0012085 0.000185808 0.000519001 0.00014166
