,fpath,size,date_created,date_modified
0,S:\s3\11_14_2015\cmr\20151110_184341.mp4,40200281.0,Fri Mar 25 12:40:07 2016,Tue Nov 10 14:14:09 2015
1,S:\s3\11_14_2015\cmr\20151110_184413.mp4,74444745.0,Fri Mar 25 12:40:09 2016,Tue Nov 10 14:14:49 2015
2,S:\s3\11_14_2015\cmr\20151110_184521.mp4,17690601.0,Fri Mar 25 12:40:11 2016,Tue Nov 10 14:15:31 2015
3,S:\s3\11_14_2015\cmr\20151110_184803.mp4,171510965.0,Fri Mar 25 12:40:12 2016,Tue Nov 10 14:19:25 2015
4,S:\s3\11_14_2015\cmr\20151110_190642.mp4,30120036.0,Fri Mar 25 12:40:18 2016,Tue Nov 10 14:36:58 2015
5,S:\s3\11_14_2015\cmr\20151111_152511.mp4,4544051.0,Fri Mar 25 12:40:19 2016,Wed Nov 11 10:55:15 2015
6,S:\s3\11_14_2015\cmr\20151111_152533.jpg,2326662.0,Fri Mar 25 12:40:19 2016,Wed Nov 11 10:55:33 2015
7,S:\s3\11_14_2015\cmr\20151111_160218_no_maggi.jpg,3400505.0,Fri Mar 25 12:40:19 2016,Wed Nov 11 11:32:19 2015
8,S:\s3\11_14_2015\cmr\20151112_155500_pigeon.jpg,2255647.0,Fri Mar 25 12:40:19 2016,Thu Nov 12 11:25:01 2015
9,S:\s3\11_14_2015\cmr\20151112_171341_lalu.mp4,60816778.0,Fri Mar 25 12:40:19 2016,Thu Nov 12 12:44:11 2015
10,S:\s3\11_14_2015\cmr\20151112_224257.jpg,1474842.0,Fri Mar 25 12:40:21 2016,Thu Nov 12 18:12:57 2015
11,S:\s3\11_14_2015\cmr\20151113_033235_rain_spittin_room_east.3gp,607661.0,Fri Mar 25 12:40:22 2016,Thu Nov 12 23:04:17 2015
12,S:\s3\11_14_2015\cmr\20151113_105145_water_drip.mp4,98406132.0,Fri Mar 25 12:40:22 2016,Fri Nov 13 06:22:33 2015
13,S:\s3\11_14_2015\cmr\20151113_165247_tube_flicker.mp4,35841346.0,Fri Mar 25 12:40:25 2016,Fri Nov 13 12:23:05 2015
14,S:\s3\11_14_2015\cmr\20151113_180824_water.mp4,88599037.0,Fri Mar 25 12:40:26 2016,Fri Nov 13 13:39:07 2015
15,S:\s3\11_14_2015\cmr\20151114_012242_water_drip.3gp,132021.0,Fri Mar 25 12:40:29 2016,Fri Nov 13 20:52:53 2015
16,S:\s3\11_14_2015\cmr\20151114_015119_proof.3gp,129305.0,Fri Mar 25 12:40:29 2016,Fri Nov 13 21:21:30 2015
17,S:\s3\11_14_2015\cmr\20151114_015206_proof.mp4,15596764.0,Fri Mar 25 12:40:29 2016,Fri Nov 13 21:22:14 2015
18,S:\s3\11_14_2015\cmr\20151114_064300_wind_rant_in_terrace_samp.mp4,1030338581.0,Fri Mar 25 12:40:30 2016,Sat Nov 14 02:21:03 2015
19,S:\s3\11_14_2015\cmr\20151114_070550_pigeon_nest.mp4,119241117.0,Fri Mar 25 12:41:05 2016,Sat Nov 14 02:36:47 2015
20,S:\s3\11_14_2015\cmr\20151114_082506.jpg,2831901.0,Fri Mar 25 12:41:12 2016,Sat Nov 14 03:55:07 2015
21,S:\s3\11_14_2015\cmr\20151114_104713.mp4,341485304.0,Fri Mar 25 12:41:12 2016,Sat Nov 14 06:19:54 2015
22,S:\s3\11_14_2015\cmr\20151114_111152.mp4,23813010.0,Fri Mar 25 12:41:26 2016,Sat Nov 14 06:42:05 2015
23,S:\s3\11_14_2015\cmr\20151114_111413.mp4,32773707.0,Fri Mar 25 12:41:27 2016,Sat Nov 14 06:44:29 2015
24,S:\s3\11_14_2015\cmr\20151114_111439.mp4,25415225.0,Fri Mar 25 12:41:28 2016,Sat Nov 14 06:44:52 2015
25,S:\s3\11_14_2015\cmr\20151114_111454.mp4,20255332.0,Fri Mar 25 12:41:29 2016,Sat Nov 14 06:45:04 2015
26,S:\s3\11_14_2015\cmr\20151114_111509.mp4,2294671.0,Fri Mar 25 12:41:29 2016,Sat Nov 14 06:45:11 2015
27,S:\s3\11_14_2015\cmr\20151114_111733.mp4,18367862.0,Fri Mar 25 12:41:29 2016,Sat Nov 14 06:47:43 2015
28,S:\s3\11_14_2015\cmr\20151114_112540.mp4,238385862.0,Fri Mar 25 12:41:30 2016,Sat Nov 14 06:57:33 2015
29,S:\s3\11_14_2015\cmr\20151114_113207.mp4,214049073.0,Fri Mar 25 12:41:38 2016,Sat Nov 14 07:03:49 2015
30,S:\s3\11_14_2015\cmr\20151114_113601.mp4,108147346.0,Fri Mar 25 12:41:45 2016,Sat Nov 14 07:06:53 2015
31,S:\s3\11_14_2015\cmr\20151114_113849.mp4,206818887.0,Fri Mar 25 12:41:49 2016,Sat Nov 14 07:10:27 2015
32,S:\s3\11_14_2015\cmr\20151114_192524.mp4,14364464.0,Fri Mar 25 12:41:56 2016,Sat Nov 14 14:55:32 2015
33,S:\s3\11_14_2015\cmr\20151114_194549.mp4,7645637.0,Fri Mar 25 12:41:57 2016,Sat Nov 14 15:15:54 2015
34,S:\s3\11_14_2015\cmr\README.txt,5.0,Fri Mar 25 12:41:57 2016,Sat Dec 05 12:21:56 2015
35,S:\s3\11_14_2015\cmr\ovenfresh\20151113_195405.mp4,54124226.0,Fri Mar 25 12:41:57 2016,Fri Nov 13 15:24:31 2015
36,S:\s3\11_14_2015\cmr\ovenfresh\20151113_202545.mp4,3044216.0,Fri Mar 25 12:41:59 2016,Fri Nov 13 15:55:48 2015
37,S:\s3\11_14_2015\cmr\ovenfresh\20151113_202550.mp4,18857290.0,Fri Mar 25 12:41:59 2016,Fri Nov 13 15:56:00 2015
38,S:\s3\11_14_2015\cmr\ovenfresh\20151113_203205.3gp,76232.0,Fri Mar 25 12:42:00 2016,Fri Nov 13 16:02:12 2015
39,S:\s3\11_14_2015\cmr\ovenfresh\20151113_203303.3gp,97181.0,Fri Mar 25 12:42:00 2016,Fri Nov 13 16:03:13 2015
40,S:\s3\11_14_2015\cmr\ovenfresh\20151113_203423.jpg,1148291.0,Fri Mar 25 12:42:00 2016,Fri Nov 13 16:04:23 2015
41,S:\s3\11_14_2015\cmr\ovenfresh\20151113_205028.jpg,809945.0,Fri Mar 25 12:42:00 2016,Fri Nov 13 16:20:28 2015
42,S:\s3\11_14_2015\cmr\ovenfresh\20151113_205111.jpg,859936.0,Fri Mar 25 12:42:00 2016,Fri Nov 13 16:21:11 2015
43,S:\s3\11_14_2015\cmr\ovenfresh\20151113_205136.3gp,262585.0,Fri Mar 25 12:42:00 2016,Fri Nov 13 16:21:56 2015
44,S:\s3\11_14_2015\cmr\ovenfresh\20151113_205442.mp4,4426016.0,Fri Mar 25 12:42:00 2016,Fri Nov 13 16:24:46 2015
45,S:\s3\11_14_2015\cmr\ovenfresh\README.txt,4.0,Fri Mar 25 12:42:00 2016,Sat Dec 05 12:22:21 2015
46,S:\s3\11_14_2015\svr\rec_20151114-0119 cricket_bang phone window scared of dropping traffic at one am to blcok recording - coughing cue.wav,3625004.0,Fri Mar 25 12:42:00 2016,Fri Nov 13 20:49:47 2015
47,S:\s3\11_14_2015\svr\rec_20151114-0122 cricket new.wav,3028524.0,Fri Mar 25 12:42:01 2016,Fri Nov 13 20:52:24 2015
48,S:\s3\11_14_2015\svr\rec_20151114-0743 powerful dog.wav,1897004.0,Fri Mar 25 12:42:01 2016,Sat Nov 14 03:13:47 2015
49,S:\s3\11_14_2015\svr\rec_20151114-0812 bckrd annt.wav,1756204.0,Fri Mar 25 12:42:01 2016,Sat Nov 14 03:42:29 2015
50,S:\s3\11_14_2015\svr\rec_20151114-0824 cooker.wav,10053164.0,Fri Mar 25 12:42:01 2016,Sat Nov 14 03:54:14 2015
51,S:\s3\11_14_2015\svr\rec_20151114-0850 squirrel et al annt.wav,22776364.0,Fri Mar 25 12:42:01 2016,Sat Nov 14 04:20:35 2015
52,S:\s3\11_14_2015\svr\rec_20151114-0852 sqrl.wav,2150444.0,Fri Mar 25 12:42:02 2016,Sat Nov 14 04:22:13 2015
53,S:\s3\11_14_2015\svr\rec_20151114-1008 bg dog annt.wav,7209004.0,Fri Mar 25 12:42:02 2016,Sat Nov 14 05:38:23 2015
54,S:\s3\11_14_2015\svr\rec_20151114-1013 test.wav,120364.0,Fri Mar 25 12:42:02 2016,Sat Nov 14 05:43:13 2015
55,S:\s3\11_14_2015\svr\rec_20151114-1627 dg amb agitation.wav,3476524.0,Fri Mar 25 12:42:02 2016,Sat Nov 14 11:57:00 2015
56,S:\s3\11_14_2015\svr\rec_20151114-1627 flight.wav,263724.0,Fri Mar 25 12:42:03 2016,Sat Nov 14 11:57:24 2015
57,S:\s3\11_14_2015\svr\rec_20151114-1628 dog car door agitation.wav,1364524.0,Fri Mar 25 12:42:03 2016,Sat Nov 14 11:58:41 2015
58,S:\s3\11_14_2015\svr\rec_20151114-1631.wav,5621804.0,Fri Mar 25 12:42:03 2016,Sat Nov 14 12:01:56 2015
59,S:\s3\11_14_2015\svr\rec_20151114-1647 parents sudden trip.wav,2414124.0,Fri Mar 25 12:42:03 2016,Sat Nov 14 12:17:29 2015
60,S:\s3\11_14_2015\svr\rec_20151114-1756 amb.wav,962604.0,Fri Mar 25 12:42:03 2016,Sat Nov 14 13:26:07 2015
61,S:\s3\11_14_2015\svr\rec_20151114-1756.wav,453164.0,Fri Mar 25 12:42:03 2016,Sat Nov 14 13:26:32 2015
62,S:\s3\11_14_2015\svr\rec_20151114-1819 empty apt annt.wav,3166764.0,Fri Mar 25 12:42:03 2016,Sat Nov 14 13:49:39 2015
63,S:\s3\11_14_2015\svr\rec_20151114-1830 amb 2.wav,286764.0,Fri Mar 25 12:42:03 2016,Sat Nov 14 14:00:19 2015
64,S:\s3\11_14_2015\svr\rec_20151114-1835 amb3 annt.wav,6563884.0,Fri Mar 25 12:42:03 2016,Sat Nov 14 14:05:39 2015
65,S:\s3\11_14_2015\svr\rec_20151114-1837 annt.wav,1054764.0,Fri Mar 25 12:42:04 2016,Sat Nov 14 14:07:37 2015
66,S:\s3\11_14_2015\svr\rec_20151114-1858 slow frwk trm.wav,28044844.0,Fri Mar 25 12:42:04 2016,Sat Nov 14 14:28:44 2015
67,S:\s3\11_14_2015\svr\rec_20151114-1924 fwk les porn.wav,13056044.0,Fri Mar 25 12:42:05 2016,Sat Nov 14 14:54:59 2015
68,S:\s3\11_14_2015\svr\rec_20151114-1945 les po fwk.wav,949804.0,Fri Mar 25 12:42:05 2016,Sat Nov 14 15:15:28 2015
69,S:\s3\11_14_2015\svr\rec_20151114-2017 fwk.wav,10854444.0,Fri Mar 25 12:42:05 2016,Sat Nov 14 15:47:30 2015
70,S:\s3\11_14_2015\svr\rec_20151114-2051 annt.wav,6428204.0,Fri Mar 25 12:42:05 2016,Sat Nov 14 16:21:52 2015
71,S:\s3\11_14_2015\svr\rec_20151114-2057.wav,1620524.0,Fri Mar 25 12:42:06 2016,Sat Nov 14 16:27:35 2015
72,S:\s3\11_14_2015\svr\rec_20151114-2058 restroom cute.wav,1059884.0,Fri Mar 25 12:42:06 2016,Sat Nov 14 16:28:20 2015
73,S:\s3\11_14_2015\svr\rec_20151114-2110 fwk movie.wav,4195884.0,Fri Mar 25 12:42:06 2016,Sat Nov 14 16:40:05 2015
74,S:\s3\11_14_2015\svr\rec_20151114-2114 dog.wav,563244.0,Fri Mar 25 12:42:06 2016,Sat Nov 14 16:44:32 2015
75,S:\s3\11_14_2015\svr\rec_20151114-2140 neighbor conversation.wav,4789804.0,Fri Mar 25 12:42:06 2016,Sat Nov 14 17:10:05 2015
76,S:\s3\11_14_2015\svr\rec_20151114-2143 neighbor conversation.wav,2618924.0,Fri Mar 25 12:42:06 2016,Sat Nov 14 17:13:42 2015
77,S:\s3\11_14_2015\svr\rec_20151114-2146 neighbor conv.wav,3860524.0,Fri Mar 25 12:42:06 2016,Sat Nov 14 17:16:38 2015
78,S:\s3\11_14_2015\svr\rec_20151114-2152 neighbor conv.wav,4766764.0,Fri Mar 25 12:42:07 2016,Sat Nov 14 17:22:16 2015
79,S:\s3\11_14_2015\svr\rec_20151114-2226 neigh conv amb annt.wav,60139564.0,Fri Mar 25 12:42:07 2016,Sat Nov 14 17:56:53 2015
80,S:\s3\11_14_2015\svr\rec_20151114-2230.wav,1297964.0,Fri Mar 25 12:42:09 2016,Sat Nov 14 18:00:13 2015
81,S:\s3\11_14_2015\svr\rec_20151114-2242 cricket lifespan.wav,5158444.0,Fri Mar 25 12:42:09 2016,Sat Nov 14 18:12:27 2015
82,S:\s3\11_14_2015\svr\rec_20151114-2312.wav,967724.0,Fri Mar 25 12:42:09 2016,Sat Nov 14 18:42:22 2015
83,S:\s3\11_14_2015\svr\rec_20151114-2338.wav,773164.0,Fri Mar 25 12:42:09 2016,Sat Nov 14 19:08:16 2015
84,S:\s3\11_14_2015\svr\rec_20151114-2343 amb evidence.wav,711724.0,Fri Mar 25 12:42:09 2016,Sat Nov 14 19:13:28 2015
85,S:\s3\11_14_2015\svr\rec_20151114-2348.wav,798764.0,Fri Mar 25 12:42:09 2016,Sat Nov 14 19:18:01 2015
86,S:\s3\11_14_2015\vr\Voice 001.3ga,70046.0,Fri Mar 25 12:42:09 2016,Sat Nov 14 05:43:50 2015
87,S:\s3\11_14_2015\vr\Voice 002.3ga,2663867.0,Fri Mar 25 12:42:09 2016,Sat Nov 14 05:47:34 2015
88,S:\s3\11_15_2015\cmr\20151115_013652.mp4,7734086.0,Fri Mar 25 12:42:09 2016,Sat Nov 14 21:06:57 2015
89,S:\s3\11_15_2015\cmr\20151115_013716.mp4,144148856.0,Fri Mar 25 12:42:10 2016,Sat Nov 14 21:08:24 2015
90,S:\s3\11_15_2015\cmr\20151115_052037.mp4,55781245.0,Fri Mar 25 12:42:15 2016,Sun Nov 15 00:51:06 2015
91,S:\s3\11_15_2015\cmr\20151115_070714.mp4,78586130.0,Fri Mar 25 12:42:17 2016,Sun Nov 15 02:37:51 2015
92,S:\s3\11_15_2015\cmr\20151115_071659.mp4,95249239.0,Fri Mar 25 12:42:19 2016,Sun Nov 15 02:47:45 2015
93,S:\s3\11_15_2015\cmr\20151115_083335.mp4,729610567.0,Fri Mar 25 12:42:23 2016,Sun Nov 15 04:09:18 2015
94,S:\s3\11_15_2015\cmr\20151115_083933.jpg,2064957.0,Fri Mar 25 12:42:47 2016,Sun Nov 15 04:09:33 2015
95,S:\s3\11_15_2015\cmr\20151115_083940.jpg,1432007.0,Fri Mar 25 12:42:47 2016,Sun Nov 15 04:09:40 2015
96,S:\s3\11_15_2015\cmr\20151115_083943.jpg,1214351.0,Fri Mar 25 12:42:47 2016,Sun Nov 15 04:09:43 2015
97,S:\s3\11_15_2015\cmr\20151115_084010.mp4,14499103.0,Fri Mar 25 12:42:48 2016,Sun Nov 15 04:10:18 2015
98,S:\s3\11_15_2015\cmr\20151115_085928.mp4,49722339.0,Fri Mar 25 12:42:48 2016,Sun Nov 15 04:29:53 2015
99,S:\s3\11_15_2015\cmr\20151115_091229.mp4,118350617.0,Fri Mar 25 12:42:50 2016,Sun Nov 15 04:43:26 2015
100,S:\s3\11_15_2015\cmr\20151115_091729.mp4,45977027.0,Fri Mar 25 12:42:54 2016,Sun Nov 15 04:47:52 2015
101,S:\s3\11_15_2015\cmr\20151115_093201.mp4,16842416.0,Fri Mar 25 12:42:55 2016,Sun Nov 15 05:02:10 2015
102,S:\s3\11_15_2015\cmr\20151115_093712.mp4,47365107.0,Fri Mar 25 12:42:56 2016,Sun Nov 15 05:07:35 2015
103,S:\s3\11_15_2015\cmr\20151115_202509.3gp,393159.0,Fri Mar 25 12:42:58 2016,Sun Nov 15 15:55:39 2015
104,S:\s3\11_15_2015\cmr\README.txt,7.0,Fri Mar 25 12:42:58 2016,Sat Dec 05 12:22:44 2015
105,S:\s3\11_15_2015\svr\README.txt,52.0,Fri Mar 25 12:42:58 2016,Tue Dec 08 23:08:05 2015
106,S:\s3\11_15_2015\svr\rec_20151115-0136 new cricket level.wav,2242604.0,Fri Mar 25 12:42:58 2016,Sat Nov 14 21:06:31 2015
